Sales document,Customer_Number,Material,Pricing RC,RCDescription,Calendar Day,F8,$
973238085,3672898,2365330,320,Overwr Price Eng Goodwill,01/22/2019,2,0
903930615,3655451,2612053,230,Agreement Netprice,01/01/2019,0,0
973268315,3673651,2313046,230,Agreement Netprice,01/16/2019,10,42.38
973268315,3673651,8189762,230,Agreement Netprice,01/16/2019,1,186.75
973268315,3673651,8185105,230,Agreement Netprice,01/16/2019,2,508.78
973300315,3676162,2699132,120,Pricing Engine ZGPD,01/15/2019,0,0
973300315,3676162,8107280,120,Pricing Engine ZGPD,01/15/2019,1,859.5
401373215,3273099,2313606,#,#,01/10/2019,0,16.94
401373215,3273099,2332412,#,#,01/10/2019,0,13.07
401373215,3273099,2310598,#,#,01/10/2019,0,13.07
401373215,3273099,2367739,#,#,01/10/2019,0,9.79
401373215,3273099,8955079,#,#,01/10/2019,0,59.03
401373215,3273099,2310594,#,#,01/10/2019,0,6.5
401373215,3273099,2310945,#,#,01/10/2019,0,13.07
401373215,3273099,2384807,#,#,01/10/2019,0,58.74
401373215,3273099,2360720,#,#,01/10/2019,0,13.07
439852215,2285604,2639541,120,Pricing Engine ZGPD,01/07/2019,1,39
439852215,2285604,2310510,120,Pricing Engine ZGPD,01/07/2019,10,13.1
973267215,3587710,2310036,120,Pricing Engine ZGPD,01/18/2019,0,0
973267215,3587710,8991156,120,Pricing Engine ZGPD,01/18/2019,1,889
973267215,3587710,2355676,120,Pricing Engine ZGPD,01/18/2019,1,99
973267215,3587710,2313606,120,Pricing Engine ZGPD,01/18/2019,0,0
973267215,3587710,2632568,120,Pricing Engine ZGPD,01/18/2019,0,0
973267215,3587710,2639541,120,Pricing Engine ZGPD,01/18/2019,0,0
973267215,3587710,2384807,120,Pricing Engine ZGPD,01/18/2019,0,0
973263815,3651053,2358802,120,Pricing Engine ZGPD,01/16/2019,0,0
973263815,3651053,2358808,120,Pricing Engine ZGPD,01/16/2019,0,0
973263815,3651053,2358804,120,Pricing Engine ZGPD,01/16/2019,0,0
973263815,3651053,2352004,230,Agreement Netprice,01/16/2019,40,382.8
973263815,3651053,2677585,120,Pricing Engine ZGPD,01/16/2019,0,0
973263815,3651053,2358805,120,Pricing Engine ZGPD,01/16/2019,0,0
973263815,3651053,2352005,463,Overwr Agr Cust.NP - Z001,01/16/2019,30,405
973263815,3651053,8957487,120,Pricing Engine ZGPD,01/16/2019,2,66.44
973263815,3651053,8121777,120,Pricing Engine ZGPD,01/16/2019,7,335.85
973263815,3651053,8957480,120,Pricing Engine ZGPD,01/16/2019,3,197.29
439851815,2193944,2328161,230,Agreement Netprice,01/08/2019,40,1246
973309815,2126438,8987365,120,Pricing Engine ZGPD,01/14/2019,1,1579
973309815,2126438,2369405,120,Pricing Engine ZGPD,01/14/2019,0,0
973309815,2126438,2366090,120,Pricing Engine ZGPD,01/14/2019,0,0
973303115,3293545,8964114,230,Agreement Netprice,01/11/2019,4,6360
973303115,3293545,8969260,230,Agreement Netprice,01/11/2019,0,0
523803115,3924624,2344423,#,#,01/14/2019,1,0
523803115,3924624,2635687,#,#,01/14/2019,1,0
401302115,3273099,2313606,#,#,01/15/2019,0,16.94
401302115,3273099,2338112,#,#,01/15/2019,0,16.94
401302115,3273099,2332412,#,#,01/15/2019,0,13.07
401302115,3273099,2367739,#,#,01/15/2019,0,9.79
401302115,3273099,8955079,#,#,01/15/2019,0,59.03
401302115,3273099,2348784,#,#,01/15/2019,0,8.54
973375115,3678467,2363983,120,Pricing Engine ZGPD,01/11/2019,0,0
973375115,3678467,8140747,120,Pricing Engine ZGPD,01/11/2019,2,995.31
973375115,3678467,8986210,120,Pricing Engine ZGPD,01/11/2019,1,148.68
523800115,3675927,2616366,#,#,01/17/2019,1,0
523800115,3675927,2310796,#,#,01/17/2019,1,0
523800115,3675927,2344423,#,#,01/17/2019,1,0
523800115,3651903,2369832,#,#,01/17/2019,1,108.79
523800115,3675927,2326378,#,#,01/17/2019,1,0
523800115,3675927,2301778,#,#,01/17/2019,1,0
523800115,3675927,2336559,#,#,01/17/2019,1,0
523800115,3651903,2342340,#,#,01/17/2019,1,106.18
523800115,3675927,2336550,#,#,01/17/2019,1,0
973372915,3130075,2622508,120,Pricing Engine ZGPD,01/09/2019,5,222.04
523872915,3004581,2344423,#,#,01/21/2019,1,0
523872915,3004581,2610248,#,#,01/21/2019,1,66.3
523872915,3004581,8158511,#,#,01/21/2019,1,0
973261915,3185304,8122679,230,Agreement Netprice,01/18/2019,1,296.64
973370915,3655019,2607540,120,Pricing Engine ZGPD,01/10/2019,10000,348.66
973372415,3657887,8149576,230,Agreement Netprice,01/08/2019,1,2929.5
973372415,3657887,8969260,230,Agreement Netprice,01/08/2019,0,0
973261415,3657585,8149661,120,Pricing Engine ZGPD,01/18/2019,1,259.85
973261415,3657585,8140704,120,Pricing Engine ZGPD,01/18/2019,1,738.5
439874415,3293306,2622508,120,Pricing Engine ZGPD,01/21/2019,5,223.52
953865415,3657735,2363983,230,Agreement Netprice,01/22/2019,0,0
953865415,3657735,8986210,230,Agreement Netprice,01/22/2019,2,181.9
401375415,3310652,2342393,507,Customer,01/16/2019,10,1990
401375415,3310652,8460921,507,Customer,01/11/2019,10,2290
401375415,3310652,2639541,507,Customer,01/11/2019,10,390
401375415,3310652,2384807,507,Customer,01/11/2019,0,0
973347515,3235040,2311681,363,Overwr Price Eng Cust.NP - Z001,01/02/2019,6,1050
973347515,3235040,2318574,363,Overwr Price Eng Cust.NP - Z001,01/02/2019,2,350
973347515,3235040,2311687,363,Overwr Price Eng Cust.NP - Z001,01/02/2019,4,1000
439857515,3655826,2627757,310,Overwr Price Eng Warranty,01/11/2019,1,0
973356715,2214515,8955783,120,Pricing Engine ZGPD,01/02/2019,3,2997.32
973356715,2214515,2327232,120,Pricing Engine ZGPD,01/02/2019,0,0
401234715,3572988,2639541,#,#,01/22/2019,0,1.28
401234715,3572988,2384807,#,#,01/22/2019,0,9.78
439857715,3674621,2349038,120,Pricing Engine ZGPD,01/11/2019,0,0
439857715,3674621,8998348,120,Pricing Engine ZGPD,01/11/2019,1,949
439857715,3674621,2325675,120,Pricing Engine ZGPD,01/11/2019,0,0
439857715,3674621,2667937,120,Pricing Engine ZGPD,01/11/2019,0,0
439857715,3674621,2325040,120,Pricing Engine ZGPD,01/11/2019,0,0
523870715,064967,2338536,#,#,01/09/2019,1,0
523870715,064967,2349186,#,#,01/09/2019,1,0
523870715,064967,2239207,#,#,01/09/2019,1,0
973303015,3650378,2363616,120,Pricing Engine ZGPD,01/11/2019,0,0
973303015,3650378,8985193,120,Pricing Engine ZGPD,01/11/2019,1,2987
973303015,3650378,2328008,230,Agreement Netprice,01/15/2019,6000,363
973303015,3650378,8105359,120,Pricing Engine ZGPD,01/11/2019,2,4783.66
973303015,3650378,2607544,120,Pricing Engine ZGPD,01/15/2019,52000,1135.57
973303015,3650378,2651254,120,Pricing Engine ZGPD,01/11/2019,0,0
973303015,3650378,8431404,120,Pricing Engine ZGPD,01/14/2019,1,0
973303015,3650378,8436755,120,Pricing Engine ZGPD,01/14/2019,1,0
973303015,3650378,2369405,120,Pricing Engine ZGPD,01/11/2019,0,0
439852015,3987715,2677585,120,Pricing Engine ZGPD,01/07/2019,140,338.16
973309015,3657344,2394802,120,Pricing Engine ZGPD,01/14/2019,400,77.67
973309015,3657344,2394234,120,Pricing Engine ZGPD,01/14/2019,400,99.08
973353695,3651458,8986296,120,Pricing Engine ZGPD,01/02/2019,4,1785.54
973353695,3651458,2363982,120,Pricing Engine ZGPD,01/02/2019,0,0
973231695,3123581,2600696,120,Pricing Engine ZGPD,01/22/2019,4000,319.35
401234695,3673826,8955074,#,#,01/21/2019,0,-73.48
439876395,3650506,2362301,363,Overwr Price Eng Cust.NP - Z001,01/14/2019,0,0
439876395,3650506,8969804,363,Overwr Price Eng Cust.NP - Z001,01/14/2019,1,2141
439876395,3650506,8431404,120,Pricing Engine ZGPD,01/14/2019,1,0
439876395,3650506,8987385,363,Overwr Price Eng Cust.NP - Z001,01/14/2019,2,6239.62
439876395,3650506,8436755,120,Pricing Engine ZGPD,01/14/2019,1,0
439876395,3650506,2369405,363,Overwr Price Eng Cust.NP - Z001,01/14/2019,0,0
439876395,3650506,2366090,363,Overwr Price Eng Cust.NP - Z001,01/14/2019,0,0
439876395,3650506,2336070,363,Overwr Price Eng Cust.NP - Z001,01/14/2019,0,0
973232395,3650189,8431442,120,Pricing Engine ZGPD,01/21/2019,2,4598
973232395,3650189,2346228,120,Pricing Engine ZGPD,01/21/2019,0,0
973232395,3650189,2303265,120,Pricing Engine ZGPD,01/21/2019,0,0
973232395,3650189,2648625,120,Pricing Engine ZGPD,01/21/2019,0,0
973232395,3650189,8431405,120,Pricing Engine ZGPD,01/21/2019,1,0
439851395,3432724,2342393,120,Pricing Engine ZGPD,01/08/2019,1,199
439851395,3432724,2338112,120,Pricing Engine ZGPD,01/08/2019,1,129
439851395,3432724,8955702,120,Pricing Engine ZGPD,01/08/2019,1,789
439851395,3432724,2342038,120,Pricing Engine ZGPD,01/08/2019,0,0
439851395,3432724,2310061,120,Pricing Engine ZGPD,01/08/2019,0,0
439851395,3432724,2324481,120,Pricing Engine ZGPD,01/08/2019,0,0
439851395,3432724,2639541,120,Pricing Engine ZGPD,01/08/2019,0,0
439851395,3432724,2310259,120,Pricing Engine ZGPD,01/08/2019,0,0
439851395,3432724,2314065,120,Pricing Engine ZGPD,01/08/2019,0,0
439851395,3432724,8106305,120,Pricing Engine ZGPD,01/08/2019,1,619
439851395,3432724,8106307,120,Pricing Engine ZGPD,01/08/2019,1,579
439851395,3432724,2384807,120,Pricing Engine ZGPD,01/08/2019,0,0
439851395,3432724,2384507,120,Pricing Engine ZGPD,01/08/2019,0,0
973234395,3678251,8983933,120,Pricing Engine ZGPD,01/22/2019,1,486.67
973234395,3678251,2671242,120,Pricing Engine ZGPD,01/22/2019,0,0
973234395,3678251,2601495,120,Pricing Engine ZGPD,01/22/2019,0,0
973265395,3675488,8909781,120,Pricing Engine ZGPD,01/21/2019,1,74.52
973265395,3675488,8977241,120,Pricing Engine ZGPD,01/21/2019,0,0
439840395,3651743,8107213,120,Pricing Engine ZGPD,01/02/2019,1,125.52
439840395,3651743,2363008,120,Pricing Engine ZGPD,01/02/2019,0,0
439840395,3651743,2665695,120,Pricing Engine ZGPD,01/02/2019,0,0
973375295,3651946,2607547,120,Pricing Engine ZGPD,01/11/2019,13000,308.21
973357295,3828118,2653164,230,Agreement Netprice,01/08/2019,0,0
523870295,2333641,2639954,#,#,01/08/2019,1,0
523803895,3829164,2673190,#,#,01/11/2019,1,0
903928895,064196,2368679,120,Pricing Engine ZGPD,01/07/2019,-2,-10234.05
973371895,2654357,8185065,230,Agreement Netprice,01/09/2019,2,336.6
973371895,2654357,8185060,230,Agreement Netprice,01/09/2019,1,530.5
523809895,3655682,2344423,#,#,01/14/2019,1,0
439854895,3675866,8945916,230,Agreement Netprice,01/10/2019,1,1432.06
439854895,3675866,2312493,230,Agreement Netprice,01/10/2019,0,0
953865895,3651455,2352062,120,Pricing Engine ZGPD,01/22/2019,1,99
439850895,2378761,2653164,230,Agreement Netprice,01/14/2019,0,0
973306195,3659289,2629022,230,Agreement Netprice,01/11/2019,0,0
973306195,3659289,8106358,230,Agreement Netprice,01/11/2019,1,387.35
973306195,3659289,2324481,230,Agreement Netprice,01/11/2019,100,123.84
973372195,3487265,2328163,230,Agreement Netprice,01/08/2019,1,28.52
973260195,3654143,2394237,120,Pricing Engine ZGPD,01/18/2019,400,99.08
973376995,3678582,2363988,230,Agreement Netprice,01/08/2019,2,492.2
439853995,3165985,2335014,120,Pricing Engine ZGPD,01/04/2019,2,188.5
439872495,3731581,8158511,120,Pricing Engine ZGPD,01/16/2019,8,0
973375495,3675302,8134552,120,Pricing Engine ZGPD,01/10/2019,50,131.59
973236595,3674869,2667576,120,Pricing Engine ZGPD,01/21/2019,480,617.59
439852595,3674621,2362301,120,Pricing Engine ZGPD,01/07/2019,5,5174.13
439852595,3674621,8140817,120,Pricing Engine ZGPD,01/07/2019,4,3844.33
439874795,3873363,2665690,120,Pricing Engine ZGPD,01/21/2019,1,23.46
439840795,3651041,2328163,120,Pricing Engine ZGPD,01/03/2019,4,190.08
401341095,2266409,2313606,507,Customer,01/02/2019,1,129
401341095,2266409,2342393,507,Customer,01/16/2019,1,199
401341095,2266409,2338112,507,Customer,01/02/2019,0,0
401341095,2266409,2332412,507,Customer,01/02/2019,1,199
401341095,2266409,8991172,507,Customer,01/02/2019,1,369
401341095,2266409,2632568,507,Customer,01/02/2019,0,0
401341095,2266409,2639541,507,Customer,01/02/2019,0,0
401341095,2266409,2384807,507,Customer,01/02/2019,1,149
523871095,2246148,2396622,#,#,01/03/2019,1,0
523871095,2246148,2301778,#,#,01/03/2019,1,0
523871095,2246148,2301778,#,#,01/03/2019,1,0
523871095,2246148,2635824,#,#,01/03/2019,1,0
523871095,2246148,2639954,#,#,01/03/2019,1,0
523871095,2246148,2632955,#,#,01/03/2019,1,0
523871095,2246148,2632955,#,#,01/03/2019,1,0
523871095,2246148,2635827,#,#,01/03/2019,1,0
523871095,2246148,2635680,#,#,01/03/2019,1,0
973373645,3679111,2390150,120,Pricing Engine ZGPD,01/08/2019,1,154
439852645,3760183,8107212,120,Pricing Engine ZGPD,01/07/2019,1,137.78
439852645,3760183,2622508,120,Pricing Engine ZGPD,01/07/2019,2,93.88
439852645,3760183,2363008,120,Pricing Engine ZGPD,01/07/2019,0,0
439852645,3760183,2307625,120,Pricing Engine ZGPD,01/07/2019,10,53.3
439852645,3760183,2665690,120,Pricing Engine ZGPD,01/07/2019,0,0
523801645,3673765,2398776,#,#,01/11/2019,1,0
523807645,3672988,2692598,#,#,01/21/2019,1,0
973264345,3674401,2323949,230,Agreement Netprice,01/17/2019,2,26.2
973306245,3023752,2622508,120,Pricing Engine ZGPD,01/11/2019,16,715.26
973306245,3023752,8928917,120,Pricing Engine ZGPD,01/11/2019,2,406.58
973306245,3023752,2637110,120,Pricing Engine ZGPD,01/11/2019,0,0
953862145,3671027,2398776,120,Pricing Engine ZGPD,01/16/2019,0,0
953862145,3671027,2651473,120,Pricing Engine ZGPD,01/16/2019,0,0
953862145,3671027,2328161,230,Agreement Netprice,01/16/2019,200,5041.7
953862145,3671027,2639541,120,Pricing Engine ZGPD,01/16/2019,0,0
953862145,3671027,8431451,120,Pricing Engine ZGPD,01/16/2019,2,0
953862145,3671027,2384809,120,Pricing Engine ZGPD,01/16/2019,0,0
953862145,3671027,2345314,120,Pricing Engine ZGPD,01/16/2019,0,0
953862145,3671027,2665695,120,Pricing Engine ZGPD,01/16/2019,0,0
953862145,3671027,2637097,120,Pricing Engine ZGPD,01/16/2019,0,0
953862145,3671027,2665690,120,Pricing Engine ZGPD,01/16/2019,0,0
439851145,2896571,8105802,120,Pricing Engine ZGPD,01/08/2019,1,316.42
439851145,2896571,2637018,120,Pricing Engine ZGPD,01/08/2019,0,0
903989145,3181660,2687590,120,Pricing Engine ZGPD,01/17/2019,-8,-34.45
953209145,3211972,2686626,363,Overwr Price Eng Cust.NP - Z001,01/03/2019,15,631.35
973353945,3326984,2622508,120,Pricing Engine ZGPD,01/03/2019,0,0
973353945,3326984,8104905,120,Pricing Engine ZGPD,01/03/2019,1,898.45
903928445,2953204,8107213,120,Pricing Engine ZGPD,01/07/2019,-1,-131.21
903928445,2953204,2363008,000,Not found,01/07/2019,0,0
903928445,2953204,2665695,000,Not found,01/07/2019,0,0
903928445,2953204,2305075,120,Pricing Engine ZGPD,01/07/2019,-10,-24.8
439858445,3651041,2363982,120,Pricing Engine ZGPD,01/08/2019,0,0
439858445,3651041,8986292,120,Pricing Engine ZGPD,01/08/2019,2,2390.33
439851445,3678703,2384809,310,Overwr Price Eng Warranty,01/09/2019,1,0
973359445,3657849,2622503,120,Pricing Engine ZGPD,01/04/2019,20,888.15
973375445,3674150,2312499,120,Pricing Engine ZGPD,01/10/2019,1,1060.83
973340445,3676142,2313606,120,Pricing Engine ZGPD,01/03/2019,4,636
973340445,3676142,2332493,120,Pricing Engine ZGPD,01/03/2019,0,0
973340445,3676142,8106362,120,Pricing Engine ZGPD,01/02/2019,1,329
973340445,3676142,8901362,120,Pricing Engine ZGPD,01/03/2019,2,1155.99
973340445,3676142,2332412,120,Pricing Engine ZGPD,01/03/2019,0,0
973340445,3676142,8148512,120,Pricing Engine ZGPD,01/02/2019,0,0
973340445,3676142,2632568,120,Pricing Engine ZGPD,01/02/2019,0,0
973340445,3676142,2310061,120,Pricing Engine ZGPD,01/02/2019,0,0
973340445,3676142,2639541,120,Pricing Engine ZGPD,01/02/2019,0,0
973340445,3676142,2639541,120,Pricing Engine ZGPD,01/03/2019,0,0
973340445,3676142,2384807,120,Pricing Engine ZGPD,01/02/2019,0,0
973340445,3676142,2384807,120,Pricing Engine ZGPD,01/03/2019,4,596
973340445,3676142,2384507,120,Pricing Engine ZGPD,01/02/2019,0,0
973340445,3676142,2384507,120,Pricing Engine ZGPD,01/03/2019,1,102
973340445,3676142,2360720,120,Pricing Engine ZGPD,01/02/2019,0,0
973340445,3676142,8921990,120,Pricing Engine ZGPD,01/02/2019,2,898
523166545,3157944,2344423,#,#,01/18/2019,1,0
523166545,3157944,2683473,#,#,01/18/2019,1,8.5
439873545,3674144,2629068,120,Pricing Engine ZGPD,01/15/2019,8,68.74
523802545,3657770,2344423,#,#,01/14/2019,1,0
973358545,3084440,2619630,120,Pricing Engine ZGPD,01/04/2019,100,220.35
953201545,3166011,2385671,120,Pricing Engine ZGPD,01/03/2019,3,250.92
953205545,3671027,2313606,230,Agreement Netprice,01/08/2019,0,0
953205545,3671027,8172962,230,Agreement Netprice,01/08/2019,1,422.24
953205545,3671027,2632568,230,Agreement Netprice,01/08/2019,0,0
953205545,3671027,2639541,230,Agreement Netprice,01/08/2019,0,0
953205545,3671027,2310069,230,Agreement Netprice,01/08/2019,0,0
953205545,3671027,8993284,230,Agreement Netprice,01/08/2019,1,366.01
953205545,3671027,2384807,230,Agreement Netprice,01/08/2019,0,0
439852745,2126438,2639541,310,Overwr Price Eng Warranty,01/15/2019,1,0
973358745,3673013,2307660,120,Pricing Engine ZGPD,01/03/2019,16,181.91
439854745,3165985,2328163,120,Pricing Engine ZGPD,01/10/2019,6,271.43
439854745,3165985,2665695,120,Pricing Engine ZGPD,01/10/2019,1,20.7
973357745,3659428,8991843,230,Agreement Netprice,01/07/2019,1,73.83
973357745,3659428,2363832,363,Overwr Price Eng Cust.NP - Z001,01/07/2019,1,47.23
973357745,3659428,2659438,230,Agreement Netprice,01/07/2019,0,0
973357745,3659428,2362078,230,Agreement Netprice,01/07/2019,1,52.43
973357745,3659428,2380149,230,Agreement Netprice,01/07/2019,0,0
973378045,2600711,2323912,120,Pricing Engine ZGPD,01/09/2019,0,0
973378045,2600711,2337680,120,Pricing Engine ZGPD,01/09/2019,0,0
973378045,2600711,8980370,120,Pricing Engine ZGPD,01/09/2019,1,1539
973231045,3675488,2310726,120,Pricing Engine ZGPD,01/22/2019,400,280.72
973231045,3675488,2310730,120,Pricing Engine ZGPD,01/22/2019,500,278.3
439849045,3673743,8986296,230,Agreement Netprice,01/01/2019,0,0
439849045,3673743,2363982,230,Agreement Netprice,01/01/2019,0,0
439855045,3184914,8972624,120,Pricing Engine ZGPD,01/11/2019,2,243.8
973357045,3526794,2622508,120,Pricing Engine ZGPD,01/07/2019,0,0
973357045,3526794,8104905,120,Pricing Engine ZGPD,01/07/2019,2,1898.75
439857045,3587710,8957952,120,Pricing Engine ZGPD,01/11/2019,1,739
439857045,3587710,2346228,120,Pricing Engine ZGPD,01/11/2019,0,0
439857045,3587710,2622508,120,Pricing Engine ZGPD,01/11/2019,0,0
439857045,3587710,2363008,120,Pricing Engine ZGPD,01/11/2019,0,0
439857045,3587710,2305009,120,Pricing Engine ZGPD,01/11/2019,30,89.06
439857045,3587710,8909585,120,Pricing Engine ZGPD,01/11/2019,9,1923.63
439857045,3587710,8104905,120,Pricing Engine ZGPD,01/11/2019,3,2695.34
439857045,3587710,2398727,120,Pricing Engine ZGPD,01/11/2019,0,0
439857045,3587710,8104907,120,Pricing Engine ZGPD,01/11/2019,2,1901.3
439857045,3587710,2665690,120,Pricing Engine ZGPD,01/11/2019,0,0
401358655,2317382,2313606,517,List price,01/07/2019,0,0
401358655,2317382,2342393,507,Customer,01/07/2019,0,0
401358655,2317382,8105573,507,Customer,01/07/2019,1,499
401358655,2317382,2338112,507,Customer,01/07/2019,0,0
401358655,2317382,2338112,517,List price,01/07/2019,0,0
401358655,2317382,2632568,507,Customer,01/07/2019,0,0
401358655,2317382,2632568,517,List price,01/07/2019,0,0
401358655,2317382,8993298,507,Customer,01/07/2019,4,1556
401358655,2317382,8993298,517,List price,01/07/2019,1,389
401358655,2317382,2639541,507,Customer,01/07/2019,0,0
401358655,2317382,2639541,517,List price,01/07/2019,0,0
401358655,2317382,8993284,517,List price,01/07/2019,5,1945
401358655,2317382,2384807,507,Customer,01/07/2019,5,745
401358655,2317382,2384807,517,List price,01/07/2019,0,0
903981655,2870914,2398727,120,Pricing Engine ZGPD,01/16/2019,-10,-529.3
523801655,3659006,2309129,#,#,01/09/2019,1,0
523801655,3659006,2302550,#,#,01/09/2019,1,0
439859655,3673945,2622508,120,Pricing Engine ZGPD,01/09/2019,8,357.63
973304655,3673651,2313046,230,Agreement Netprice,01/14/2019,50,211.9
439857655,3654023,2310585,120,Pricing Engine ZGPD,01/11/2019,100,54.28
973377655,3675187,2305002,120,Pricing Engine ZGPD,01/10/2019,40,101.21
973377655,3675187,2622508,363,Overwr Price Eng Cust.NP - Z001,01/10/2019,0,0
973377655,3675187,2363008,363,Overwr Price Eng Cust.NP - Z001,01/10/2019,0,0
973377655,3675187,8104907,363,Overwr Price Eng Cust.NP - Z001,01/10/2019,1,899
973377655,3675187,2665690,363,Overwr Price Eng Cust.NP - Z001,01/10/2019,0,0
973260655,3676503,2313096,120,Pricing Engine ZGPD,01/18/2019,150,179.1
973379355,2933887,2352062,120,Pricing Engine ZGPD,01/10/2019,2,198
973379355,2933887,2342038,120,Pricing Engine ZGPD,01/10/2019,2,698
973379355,2933887,2639541,120,Pricing Engine ZGPD,01/10/2019,2,78
973379355,2933887,2384807,120,Pricing Engine ZGPD,01/10/2019,4,596
973350355,3655664,2328163,120,Pricing Engine ZGPD,01/08/2019,13,621.74
523870355,3741549,2308643,#,#,01/03/2019,1,0
523870355,3741549,2308151,#,#,01/03/2019,1,0
903916855,3888101,2613512,120,Pricing Engine ZGPD,01/22/2019,-800,-864.47
973376855,3651366,2397666,120,Pricing Engine ZGPD,01/08/2019,0,0
973376855,3651366,2304579,120,Pricing Engine ZGPD,01/08/2019,1,150
973376855,3651366,2304575,120,Pricing Engine ZGPD,01/08/2019,1,170
973376855,3651366,2395007,120,Pricing Engine ZGPD,01/08/2019,0,0
973347855,2324627,2337687,363,Overwr Price Eng Cust.NP - Z001,01/01/2019,0,0
439857855,2641756,8957952,120,Pricing Engine ZGPD,01/11/2019,1,739
439857855,2641756,2346228,120,Pricing Engine ZGPD,01/11/2019,0,0
439857855,2641756,2398727,120,Pricing Engine ZGPD,01/11/2019,0,0
973300855,3678251,2313671,120,Pricing Engine ZGPD,01/15/2019,0,0
973300855,3678251,8969897,120,Pricing Engine ZGPD,01/15/2019,2,1000.18
401263155,2625086,8433249,507,Customer,01/16/2019,2,2598
401263155,2625086,2654004,507,Customer,01/16/2019,0,0
401263155,2625086,2383985,507,Customer,01/16/2019,0,0
401263155,2625086,2348785,507,Customer,01/16/2019,0,0
401263155,2625086,2655055,507,Customer,01/16/2019,0,0
523803155,3562967,2236560,#,#,01/21/2019,1,0
401371155,3654340,2313606,#,#,01/10/2019,0,328.44
401371155,3654340,2352062,#,#,01/10/2019,0,166.05
401371155,3654340,2338112,#,#,01/10/2019,0,307.78
401371155,3654340,2342038,#,#,01/10/2019,0,824.2
401371155,3654340,2314065,#,#,01/10/2019,0,679.64
439874155,2278719,8107212,120,Pricing Engine ZGPD,01/21/2019,1,125.52
439874155,2278719,2622508,120,Pricing Engine ZGPD,01/21/2019,12,507.54
439874155,2278719,2363008,120,Pricing Engine ZGPD,01/21/2019,0,0
439874155,2278719,2665690,120,Pricing Engine ZGPD,01/21/2019,0,0
973260155,3675925,2363982,230,Agreement Netprice,01/22/2019,0,0
973260155,3675925,8986292,230,Agreement Netprice,01/22/2019,4,2288
973353955,3654994,2602654,120,Pricing Engine ZGPD,01/04/2019,2,80.5
523875955,3672785,2344423,#,#,01/09/2019,1,0
439840955,3675874,2622508,230,Agreement Netprice,01/03/2019,12,224.76
973300955,3659342,2337632,120,Pricing Engine ZGPD,01/16/2019,0,0
973300955,3659342,2645878,120,Pricing Engine ZGPD,01/16/2019,0,0
973300955,3659342,8980305,120,Pricing Engine ZGPD,01/16/2019,1,1186.4
973353455,3756061,2687597,120,Pricing Engine ZGPD,01/03/2019,20,71.16
973353455,3756061,2687590,120,Pricing Engine ZGPD,01/03/2019,20,86.13
973232555,2305848,2305623,120,Pricing Engine ZGPD,01/22/2019,1,278
973232555,2305848,2302493,120,Pricing Engine ZGPD,01/22/2019,0,0
973232555,2305848,2645878,363,Overwr Price Eng Cust.NP - Z001,01/22/2019,0,0
973232555,2305848,8178654,363,Overwr Price Eng Cust.NP - Z001,01/22/2019,1,3000
973232555,2305848,2305625,363,Overwr Price Eng Cust.NP - Z001,01/22/2019,1,375
973232555,2305848,2302495,363,Overwr Price Eng Cust.NP - Z001,01/22/2019,0,0
973232555,2305848,2305630,120,Pricing Engine ZGPD,01/22/2019,1,239
973232555,2305848,2302410,120,Pricing Engine ZGPD,01/22/2019,0,0
973238555,3676691,2337633,120,Pricing Engine ZGPD,01/22/2019,1,116
401349555,2885220,2654004,#,#,01/03/2019,0,3.72
401349555,2885220,2322125,#,#,01/03/2019,0,7.76
401349555,2885220,2655055,#,#,01/03/2019,0,7.6
439875555,3671020,2313606,120,Pricing Engine ZGPD,01/22/2019,1,129
439875555,3671020,2338112,120,Pricing Engine ZGPD,01/22/2019,1,129
439875555,3671020,8460921,120,Pricing Engine ZGPD,01/22/2019,1,229
439875555,3671020,2639541,120,Pricing Engine ZGPD,01/22/2019,1,39
439875555,3671020,2384807,120,Pricing Engine ZGPD,01/22/2019,0,0
973356755,3322067,2672278,230,Agreement Netprice,01/02/2019,120,353.4
439856755,2878221,2623543,120,Pricing Engine ZGPD,01/04/2019,1,23
439872755,3655642,8107213,120,Pricing Engine ZGPD,01/16/2019,1,131.21
439872755,3655642,2363008,120,Pricing Engine ZGPD,01/16/2019,0,0
439872755,3655642,2665695,120,Pricing Engine ZGPD,01/16/2019,0,0
973349755,3657887,8997752,120,Pricing Engine ZGPD,01/03/2019,200,88
439879755,3888177,2651253,230,Agreement Netprice,01/21/2019,0,0
439879755,3888177,8104073,230,Agreement Netprice,01/21/2019,2,183.88
439879755,3888177,8105680,230,Agreement Netprice,01/21/2019,2,233.6
953866675,3654253,2313606,230,Agreement Netprice,01/14/2019,4,482.56
953866675,3654253,2314065,230,Agreement Netprice,01/14/2019,2,270.4
953866675,3654253,2602657,120,Pricing Engine ZGPD,01/14/2019,10,402.5
973261675,3181660,2603160,120,Pricing Engine ZGPD,01/17/2019,1000,218.3
973231675,3654081,2607923,120,Pricing Engine ZGPD,01/22/2019,1,499
439871675,3587710,8936323,120,Pricing Engine ZGPD,01/17/2019,1,401.66
439871675,3587710,8104068,120,Pricing Engine ZGPD,01/17/2019,5,2229.59
439871675,3587710,8431404,120,Pricing Engine ZGPD,01/17/2019,1,0
953864675,3824043,2375443,120,Pricing Engine ZGPD,01/21/2019,1,219
953864675,3824043,8431453,120,Pricing Engine ZGPD,01/21/2019,2,1398
